k_Mpc^-1,P_Mpc^3,Delta2
0.0012694041559629422,78845.30379115645,8.17044737912021e-06
0.001284858060920797,79586.41484611861,8.552137226471913e-06
0.001300500103893898,80331.73040318856,8.95135033441735e-06
0.0013163325753009357,81081.20624048139,9.368872889002431e-06
0.0013323577934444809,81834.79639458154,9.805525309922264e-06
0.001348578104850451,82592.45314087637,1.026216368433544e-05
0.0013649958846116913,83354.12697420671,1.0739681257714665e-05
0.0013816135367357713,84119.76658984879,1.123900998384763e-05
0.0013984334944969821,84889.31886484458,1.176112213617023e-05
0.0014154582207926392,85662.728839702,1.2307031982689725e-05
0.001432690208503718,86439.93970048039,1.287779752682742e-05
0.0014501319808598752,87220.89276128038,1.3474522316587746e-05
0.001467786091808926,88005.5270868948,1.4098357266825962e-05
0.0014856551263908015,88793.77776749579,1.475050231809319e-05
0.0015037417011160737,89585.5771564429,1.543220861771851e-05
0.001522048464349084,90380.85555551539,1.6144780721668893e-05
0.0015405780966957312,91179.5411993026,1.6889578772562164e-05
0.0015593333113959953,91981.56023938821,1.7668020761019017e-05
0.0015783168547212104,92786.83672913126,1.8481584873398564e-05
0.0015975315063762158,93595.29260906299,1.9331811928932932e-05
0.0016169800799063622,94406.84769292551,2.0220307909363753e-05
0.0016366654231094978,95221.41965436944,2.1148746584279307e-05
0.0016565904184529699,96038.92401434129,2.211887223544578e-05
0.0016767579834956767,96859.2741291747,2.3132502483519486e-05
0.0016971710713153017,97682.38117941967,2.4191531220633775e-05
0.001717832670940705,98508.15415942007,2.5297931652444246e-05
0.001738745807789605,99336.49986767491,2.6453759453330704e-05
0.0017599135441115886,100167.32289799824,2.766115603855102e-05
0.0017813389794364874,101000.52563150646,2.8922351957252478e-05
0.001803025251028259,101836.00822945249,3.023967041035728e-05
0.001824975534344346,102673.66862693321,3.161553089744487e-05
0.0018471930435006606,103513.40256805216,3.3052453009824356e-05
0.0018696810317422126,104355.1038148549,3.455306042130469e-05
0.0018924427919194745,105198.66399649314,3.612008491311681e-05
0.0019154816569705488,106043.97251284186,3.7756370555052804e-05
0.001938801000409191,106890.91653278763,3.9464878065999054e-05
0.0019624042368187895,107739.380993707,4.124868933096388e-05
0.001986294822352351,108589.24860197035,4.311101207951654e-05
0.0020104762552385757,109440.39983449431,4.505518473074102e-05
0.0020349520762940987,110292.71294136324,4.708468140993655e-05
0.0020597258694419413,111146.06394954395,4.9203117142425707e-05
0.0020848012622363245,112000.32666771385,5.1414253229970006e-05
0.0021101819263938154,112855.37269222472,5.372200281541464e-05
0.0021358715783309757,113711.07141422234,5.6130436641332364e-05
0.002161873979708555,114567.2900279459,5.864378900856616e-05
0.002188192937982275,115423.89354022255,6.126646394070434e-05
0.0022148323069603746,116280.74478118366,6.400304156067592e-05
0.0022417959873678884,117137.70441621619,6.685828468577208e-05
0.002269087927417827,117994.63095917452,6.983714564756287e-05
0.002296712123389311,118851.38078686787,7.294477334330557e-05
0.00232467262021271,119707.80731977047,7.618651999411404e-05
0.0023529735120619614,120563.75616620923,7.9567945365535e-05
0.0023816189429540437,121419.06829345055,8.309482600844413e-05
0.0024106131073557808,122273.58234373573,8.677316455232838e-05
0.002439960250798038,123127.1346636307,9.060919790266916e-05
0.0024696646704973515,123979.55932757459,9.460940569808772e-05
0.0024997307159851964,124830.68816307231,9.878051903876456e-05
0.002530162789744845,125680.35077754564,0.00010312952949316165
0.002560965347856024,126528.37458686253,0.00010766369839020855
0.0025921429006474025,127374.5848455639,0.00011239056640419538
0.0026237000133570226,128218.8046788062,0.00011731796343971912
0.002655641306800786,129060.85511603355,0.00012245401882412057
0.002687971458049049,129900.55512639573,0.00012780717181493169
0.0027206952011114855,130737.72165592943,0.0001333861824299534
0.002753817327630267,131572.16966651104,0.0001392001426076433
0.0027873426875816916,132403.712176598,0.0001452584877055842
0.002821276189986361,133232.1603037684,0.0001515710083448675
0.002855622803627967,134057.32330906516,0.00015814786260827659
0.002890387557780892,134879.00864316264,0.00016499958860025066
0.0029255755429466027,135697.02416341403,0.0001721371201281444
0.0029611919115990473,136511.1922210316,0.0001795718189836381
0.0029972418789391284,137321.34123543595,0.00018731548105078703
0.003033730723658319,138127.29865387804,0.00019538034263979625
0.0030706637887116467,138928.89096418594,0.0002037790955805969
0.0031080464821000124,139725.94374266927,0.0002125249028186734
0.003145884277662083,140518.281703149,0.00022163141448290445
0.00318418271587582,141305.72874710718,0.0002311127844369393
0.0032229474046697217,142088.10801494116,0.00024098368732577332
0.00326218402024402,142865.2419383188,0.00025125933612939807
0.0033018983079017954,143636.9522936158,0.0002619555002354662
0.00334209608289026,144403.0602564314,0.0002730885240431444
0.003382783231252264,145163.38645716052,0.00028467534611039823
0.00342396571068817,145917.75103761652,0.0002967335188571306
0.003465649551428233,146665.973708682,0.0003092812288367008
0.00350784085711557,147407.8738089759,0.00032233731758847365
0.003550545805699912,148143.27036452107,0.0003359213030841887
0.0035937706503422224,148871.98214939027,0.00035005340178100757
0.00363752172033032,149593.82774731377,0.0003647545512942202
0.003681805422005681,150308.6227472536,0.00038004642645371076
0.0037266282397014593,151016.1592185748,0.0003959514079345721
0.003771996736692019,151716.2173150557,0.00041249262677543145
0.0038179175561539364,152408.57649755312,0.00042969401418271804
0.003864397422138754,153093.01569507248,0.0004475803259220831
0.003911443140557581,153769.31339269283,0.00046617716709519333
0.003959061600177618,154437.24772130602,0.00048551101749025175
0.00400725977363092,155096.5965491323,0.0005056092575114365
0.0040560447184353225,155747.1375749905,0.0005265001946919797
0.004105423578027884,156388.6484232851,0.0005482130907952724
0.004155403582810886,157020.9067406812,0.0005707781895078764
0.004205992051210514,157643.69029442736,0.000594226744727808
0.004257196390748538,158256.77707228728,0.0006185910494510525
0.004309024099126922,158859.94538404484,0.0006439044652585636
0.004361482765325709,159452.97396453423,0.000670201452405567
0.0044145800707142725,160035.6420781528,0.0006975176005142724
0.004468323790176028,160607.72962480847,0.0007258896598704483
0.004522721793246945,161169.01724725432,0.0007553555733237324
0.004577782045267817,161719.2864397536,0.0007859545087906167
